environment,source_row,time_s,speed_rpm,acceleration_rpm_s,inlet_temperature_K,inlet_pressure_kPa,fuel_lbm_s
3,4418,66.255,9277.77877145099,-28.7302853669376,255.676800657236,53.1431818867553,1.24608622888202
3,3302,49.515,9579.02449342885,-27.1969858004293,255.676800657236,53.1431818867553,1.52841354586003
3,5986,89.775,9750.14992340624,6.91344696522079,255.676800657236,53.1431818867553,1.69905906504464
3,5422,81.315,9438.14014613663,11.4585125720856,255.676800657236,53.1431818867553,1.49590416819205
3,5613,84.18,9520.61736723649,56.3834372946315,255.676800657236,53.1431818867553,1.62492832099202
3,4789,71.82,9399.61168809165,45.4221904562143,255.676800657236,53.1431818867553,1.51424241546412
3,4553,68.28,9269.69144053522,22.8764551211741,255.676800657236,53.1431818867553,1.31399642752134
3,3485,52.26,9543.53491260992,4.89821487260069,255.676800657236,53.1431818867553,1.55460453536665
3,5812,87.165,9678.48329904386,49.186194191225,255.676800657236,53.1431818867553,1.72107841848494
3,3169,47.52,9645.57576952273,-38.7637262487508,255.676800657236,53.1431818867553,1.55582458002546
3,3610,54.135,9570.95935326134,30.6875772362005,255.676800657236,53.1431818867553,1.61593249428292
3,3891,58.35,9630.94218274187,-4.2340772320857,255.676800657236,53.1431818867553,1.59889449026928
3,4970,74.535,9488.6217035672,20.3145404352843,255.676800657236,53.1431818867553,1.5435871942642
3,4243,63.63,9393.53707180217,-62.5066215187428,255.676800657236,53.1431818867553,1.33819051971648
3,3405,51.06,9548.04247180881,-13.5522743623763,255.676800657236,53.1431818867553,1.5284072036275
3,5373,80.58,9436.95578641852,-3.87240757104066,255.676800657236,53.1431818867553,1.4701742557657
3,5287,79.29,9449.24425422136,-23.0819019407278,255.676800657236,53.1431818867553,1.44887842143727
3,4114,61.695,9512.9898433133,-62.0890905036643,255.676800657236,53.1431818867553,1.43150274182864
3,3923,58.83,9627.44958771674,-19.3083790791556,255.676800657236,53.1431818867553,1.57334618332654
3,4444,66.645,9269.7232626278,-14.1542807165036,255.676800657236,53.1431818867553,1.25804317573439
3,4356,65.325,9306.48253668023,-40.7992048265914,255.676800657236,53.1431818867553,1.26328419010688
3,4026,60.375,9580.38743174787,-41.1534893919808,255.676800657236,53.1431818867553,1.50800879389824
3,5649,84.72,9548.24776942347,44.537970077884,255.676800657236,53.1431818867553,1.6237553618342
3,5926,88.875,9740.18636369911,20.1554252224254,255.676800657236,53.1431818867553,1.71438972333883
3,4995,74.91,9492.52403463395,1.84435094120421,255.676800657236,53.1431818867553,1.51574475472837
3,3589,53.82,9563.11552846123,17.2656828123601,255.676800657236,53.1431818867553,1.58814112245371
3,3020,45.285,9693.05700976032,-2.5683012257577,255.676800657236,53.1431818867553,1.64397238271043
3,3095,46.41,9676.46978024655,-28.6784594215158,255.676800657236,53.1431818867553,1.59228459905535
3,5750,86.235,9630.87570652317,48.7824718539889,255.676800657236,53.1431818867553,1.68748010393626
4,4482,67.215,9264.33785176125,0.188233910905184,239.455988115569,37.5898074200686,1.05303860874928
4,5910,88.635,9733.92639683199,33.6464419134257,239.455988115569,37.5898074200686,1.24621909085911
4,4047,60.69,9564.6227962691,-54.079562444438,239.455988115569,37.5898074200686,1.1161849669591
4,5545,83.16,9478.92937722896,35.9042926916828,239.455988115569,37.5898074200686,1.21450020492856
4,4300,64.485,9346.5848376163,-51.7902799915594,239.455988115569,37.5898074200686,1.01501446018087
4,3050,45.735,9689.50459613354,-15.2070674399401,239.455988115569,37.5898074200686,1.17265616017354
4,5254,78.795,9458.11189075182,-13.5860905650809,239.455988115569,37.5898074200686,1.12497713942851
4,4656,69.825,9312.67458406455,42.0777238697915,239.455988115569,37.5898074200686,1.14344095250341
